"Repeat","ratio","theta","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
1,0.18,0.63,0.7,0.4,0.1,0.06,0.6,0.34
1,0.18,0.64,0.72,0.44,0.16,0.08,0.56,0.36
1,0.18,0.65,0.72,0.5,0.14,0.06,0.58,0.44
1,0.18,0.66,0.62,0.6,0.1,0.08,0.52,0.52
1,0.18,0.67,0.74,0.4,0.14,0.12,0.6,0.28
1,0.18,0.68,0.5,0.4,0.08,0.02,0.42,0.38
1,0.18,0.69,0.58,0.5,0.12,0.12,0.46,0.38
1,0.18,0.7,0.78,0.46,0.14,0.08,0.64,0.38
1,0.18,0.71,0.76,0.36,0.1,0.06,0.66,0.3
1,0.18,0.72,0.64,0.44,0.12,0.1,0.52,0.34
1,0.18,0.73,0.64,0.48,0.14,0.12,0.5,0.36
1,0.18,0.74,0.58,0.68,0.12,0.1,0.46,0.58
1,0.18,0.75,0.58,0.36,0.06,0.06,0.52,0.3
1,0.18,0.76,0.66,0.52,0.16,0.1,0.5,0.42
1,0.18,0.77,0.8,0.58,0.14,0.1,0.66,0.48
1,0.18,0.78,0.64,0.76,0.12,0.14,0.52,0.62
1,0.18,0.79,0.56,0.62,0.1,0.08,0.46,0.54
1,0.18,0.8,0.58,0.38,0.1,0.08,0.48,0.3
1,0.18,0.81,0.64,0.4,0.1,0.02,0.54,0.38
1,0.18,0.82,0.74,0.42,0.14,0.12,0.6,0.3
1,0.18,0.83,0.72,0.58,0.12,0.1,0.6,0.48
1,0.18,0.84,0.54,0.46,0.14,0.14,0.4,0.32
1,0.18,0.85,0.7,0.5,0.1,0.06,0.6,0.44
1,0.18,0.86,0.7,0.34,0.18,0.06,0.52,0.28
1,0.18,0.87,0.66,0.64,0.1,0.12,0.56,0.52
1,0.18,0.88,0.58,0.6,0.12,0.08,0.46,0.52
1,0.18,0.89,0.54,0.5,0.1,0.1,0.44,0.4
1,0.18,0.9,0.48,0.4,0.14,0.08,0.34,0.32
1,0.18,0.91,0.66,0.54,0.1,0.08,0.56,0.46
1,0.18,0.92,0.72,0.48,0.12,0.1,0.6,0.38
1,0.18,0.93,0.74,0.48,0.1,0.06,0.64,0.42
1,0.18,0.94,0.62,0.56,0.1,0.08,0.52,0.48
1,0.18,0.95,0.62,0.66,0.12,0.12,0.5,0.54
1,0.18,0.96,0.52,0.48,0.1,0.08,0.42,0.4
1,0.18,0.97,0.62,0.56,0.16,0.1,0.46,0.46
1,0.18,0.98,0.8,0.52,0.16,0.08,0.64,0.44
1,0.18,0.99,0.7,0.44,0.16,0.06,0.54,0.38
1,0.2,0.5,0.68,0.52,0.14,0.12,0.54,0.4
1,0.2,0.51,0.62,0.48,0.14,0.1,0.48,0.38
1,0.2,0.52,0.56,0.54,0.16,0.18,0.4,0.36
1,0.2,0.53,0.72,0.5,0.14,0.14,0.58,0.36
1,0.2,0.54,0.64,0.52,0.14,0.12,0.5,0.4
1,0.2,0.55,0.42,0.38,0.08,0.1,0.34,0.28
1,0.2,0.56,0.54,0.32,0.1,0.04,0.44,0.28
1,0.2,0.57,0.74,0.52,0.18,0.08,0.56,0.44
1,0.2,0.58,0.7,0.42,0.18,0.12,0.52,0.3
1,0.2,0.59,0.56,0.42,0.1,0.06,0.46,0.36
1,0.2,0.6,0.54,0.4,0.1,0.04,0.44,0.36
1,0.2,0.61,0.68,0.46,0.16,0.1,0.52,0.36
1,0.2,0.62,0.78,0.56,0.16,0.12,0.62,0.44
1,0.2,0.63,0.6,0.56,0.12,0.18,0.48,0.38
1,0.2,0.64,0.62,0.48,0.06,0.1,0.56,0.38
1,0.2,0.65,0.6,0.62,0.14,0.16,0.46,0.46
1,0.2,0.66,0.64,0.38,0.16,0.06,0.48,0.32
1,0.2,0.67,0.74,0.58,0.14,0.14,0.6,0.44
1,0.2,0.68,0.68,0.56,0.16,0.1,0.52,0.46
1,0.2,0.69,0.66,0.42,0.16,0.08,0.5,0.34
1,0.2,0.7,0.42,0.3,0.14,0.06,0.28,0.24
1,0.2,0.71,0.58,0.42,0.12,0.08,0.46,0.34
1,0.2,0.72,0.72,0.48,0.16,0.1,0.56,0.38
1,0.2,0.73,0.64,0.5,0.18,0.14,0.46,0.36
1,0.2,0.74,0.56,0.5,0.1,0.1,0.46,0.4
1,0.2,0.75,0.56,0.56,0.1,0.1,0.46,0.46
1,0.2,0.76,0.58,0.52,0.14,0.12,0.44,0.4
1,0.2,0.77,0.6,0.26,0.12,0.06,0.48,0.2
1,0.2,0.78,0.62,0.6,0.12,0.12,0.5,0.48
1,0.2,0.79,0.76,0.6,0.16,0.1,0.6,0.5
1,0.2,0.8,0.62,0.46,0.1,0.04,0.52,0.42
1,0.2,0.81,0.7,0.52,0.16,0.1,0.54,0.42
1,0.2,0.82,0.7,0.42,0.12,0,0.58,0.42
1,0.2,0.83,0.7,0.52,0.12,0.14,0.58,0.38
1,0.2,0.84,0.78,0.42,0.14,0.12,0.64,0.3
1,0.2,0.85,0.6,0.48,0.14,0.12,0.46,0.36
1,0.2,0.86,0.56,0.48,0.14,0.06,0.42,0.42
1,0.2,0.87,0.66,0.48,0.16,0.08,0.5,0.4
1,0.2,0.88,0.6,0.42,0.18,0.1,0.42,0.32
1,0.2,0.89,0.62,0.5,0.12,0.12,0.5,0.38
1,0.2,0.9,0.68,0.64,0.16,0.16,0.52,0.48
1,0.2,0.91,0.66,0.5,0.14,0.08,0.52,0.42
1,0.2,0.92,0.7,0.5,0.12,0.08,0.58,0.42
1,0.2,0.93,0.6,0.38,0.18,0.1,0.42,0.28
1,0.2,0.94,0.58,0.4,0.16,0.08,0.42,0.32
1,0.2,0.95,0.64,0.5,0.12,0.08,0.52,0.42
1,0.2,0.96,0.58,0.6,0.14,0.1,0.44,0.5
1,0.2,0.97,0.7,0.46,0.14,0.1,0.56,0.36
1,0.2,0.98,0.58,0.52,0.16,0.18,0.42,0.34
1,0.2,0.99,0.6,0.38,0.14,0.1,0.46,0.28
1,0.22,0.5,0.76,0.48,0.16,0.1,0.6,0.38
1,0.22,0.51,0.58,0.42,0.16,0.12,0.42,0.3
1,0.22,0.52,0.7,0.54,0.14,0.16,0.56,0.38
1,0.22,0.53,0.7,0.62,0.18,0.14,0.52,0.48
1,0.22,0.54,0.74,0.48,0.18,0.12,0.56,0.36
1,0.22,0.55,0.68,0.52,0.14,0.12,0.54,0.4
1,0.22,0.56,0.64,0.5,0.18,0.1,0.46,0.4
1,0.22,0.57,0.72,0.42,0.18,0.1,0.54,0.32
1,0.22,0.58,0.76,0.42,0.18,0.12,0.58,0.3
1,0.22,0.59,0.72,0.64,0.14,0.12,0.58,0.52
1,0.22,0.6,0.82,0.52,0.16,0.12,0.66,0.4
1,0.22,0.61,0.72,0.6,0.12,0.06,0.6,0.54
1,0.22,0.62,0.54,0.48,0.14,0.1,0.4,0.38
1,0.22,0.63,0.74,0.54,0.16,0.06,0.58,0.48
1,0.22,0.64,0.74,0.48,0.16,0.1,0.58,0.38
1,0.22,0.65,0.68,0.58,0.16,0.08,0.52,0.5
1,0.22,0.66,0.66,0.5,0.2,0.08,0.46,0.42
1,0.22,0.67,0.76,0.6,0.16,0.12,0.6,0.48
1,0.22,0.68,0.7,0.44,0.14,0.12,0.56,0.32
1,0.22,0.69,0.66,0.32,0.16,0.1,0.5,0.22
1,0.22,0.7,0.58,0.54,0.14,0.1,0.44,0.44
1,0.22,0.71,0.72,0.5,0.2,0.14,0.52,0.36
1,0.22,0.72,0.76,0.44,0.18,0.12,0.58,0.32
1,0.22,0.73,0.66,0.54,0.16,0.08,0.5,0.46
1,0.22,0.74,0.74,0.46,0.18,0.12,0.56,0.34
1,0.22,0.75,0.64,0.46,0.12,0.08,0.52,0.38
1,0.22,0.76,0.58,0.52,0.16,0.06,0.42,0.46
1,0.22,0.77,0.82,0.42,0.2,0.1,0.62,0.32
1,0.22,0.78,0.52,0.54,0.18,0.14,0.34,0.4
1,0.22,0.79,0.68,0.42,0.22,0.08,0.46,0.34
1,0.22,0.8,0.58,0.52,0.16,0.1,0.42,0.42
1,0.22,0.81,0.66,0.4,0.16,0.04,0.5,0.36
1,0.22,0.82,0.62,0.52,0.12,0.14,0.5,0.38
1,0.22,0.83,0.56,0.5,0.14,0.1,0.42,0.4
1,0.22,0.84,0.62,0.38,0.2,0.1,0.42,0.28
1,0.22,0.85,0.58,0.5,0.12,0.08,0.46,0.42
1,0.22,0.86,0.68,0.58,0.18,0.08,0.5,0.5
1,0.22,0.87,0.54,0.48,0.1,0.1,0.44,0.38
1,0.22,0.88,0.66,0.58,0.16,0.14,0.5,0.44
1,0.22,0.89,0.48,0.46,0.08,0.08,0.4,0.38
1,0.22,0.9,0.48,0.36,0.1,0.08,0.38,0.28
1,0.22,0.91,0.58,0.42,0.16,0.12,0.42,0.3
1,0.22,0.92,0.68,0.34,0.16,0.06,0.52,0.28
1,0.22,0.93,0.68,0.58,0.14,0.18,0.54,0.4
1,0.22,0.94,0.58,0.58,0.12,0.14,0.46,0.44
1,0.22,0.95,0.62,0.42,0.16,0.1,0.46,0.32
1,0.22,0.96,0.82,0.62,0.18,0.18,0.64,0.44
1,0.22,0.97,0.56,0.4,0.1,0.1,0.46,0.3
1,0.22,0.98,0.62,0.36,0.16,0.1,0.46,0.26
1,0.22,0.99,0.64,0.38,0.14,0.02,0.5,0.36
1,0.24,0.5,0.64,0.42,0.16,0.08,0.48,0.34
1,0.24,0.51,0.68,0.62,0.24,0.12,0.44,0.5
1,0.24,0.52,0.58,0.46,0.16,0.1,0.42,0.36
1,0.24,0.53,0.62,0.62,0.14,0.16,0.48,0.46
1,0.24,0.54,0.66,0.42,0.14,0.12,0.52,0.3
1,0.24,0.55,0.6,0.44,0.18,0.1,0.42,0.34
1,0.24,0.56,0.66,0.46,0.16,0.14,0.5,0.32
1,0.24,0.57,0.7,0.64,0.16,0.14,0.54,0.5
1,0.24,0.58,0.74,0.5,0.2,0.14,0.54,0.36
1,0.24,0.59,0.7,0.34,0.16,0.06,0.54,0.28
1,0.24,0.6,0.74,0.36,0.22,0.08,0.52,0.28
1,0.24,0.61,0.72,0.52,0.18,0.12,0.54,0.4
1,0.24,0.62,0.76,0.46,0.16,0.08,0.6,0.38
1,0.24,0.63,0.72,0.52,0.16,0.12,0.56,0.4
1,0.24,0.64,0.8,0.58,0.22,0.18,0.58,0.4
1,0.24,0.65,0.7,0.46,0.18,0.1,0.52,0.36
1,0.24,0.66,0.76,0.5,0.18,0.04,0.58,0.46
1,0.24,0.67,0.56,0.64,0.12,0.18,0.44,0.46
1,0.24,0.68,0.62,0.54,0.2,0.14,0.42,0.4
1,0.24,0.69,0.76,0.5,0.2,0.14,0.56,0.36
1,0.24,0.7,0.68,0.58,0.18,0.14,0.5,0.44
1,0.24,0.71,0.54,0.32,0.12,0.08,0.42,0.24
1,0.24,0.72,0.68,0.46,0.16,0.14,0.52,0.32
1,0.24,0.73,0.68,0.5,0.18,0.12,0.5,0.38
1,0.24,0.74,0.66,0.62,0.16,0.16,0.5,0.46
1,0.24,0.75,0.66,0.58,0.18,0.14,0.48,0.44
1,0.24,0.76,0.76,0.4,0.16,0.1,0.6,0.3
1,0.24,0.77,0.64,0.52,0.16,0.08,0.48,0.44
1,0.24,0.78,0.66,0.42,0.16,0.1,0.5,0.32
1,0.24,0.79,0.64,0.58,0.1,0.14,0.54,0.44
1,0.24,0.8,0.52,0.5,0.08,0.12,0.44,0.38
1,0.24,0.81,0.66,0.52,0.14,0.06,0.52,0.46
1,0.24,0.82,0.7,0.44,0.18,0.12,0.52,0.32
1,0.24,0.83,0.64,0.66,0.18,0.12,0.46,0.54
1,0.24,0.84,0.78,0.44,0.22,0.1,0.56,0.34
1,0.24,0.85,0.68,0.56,0.18,0.12,0.5,0.44
1,0.24,0.86,0.6,0.44,0.18,0.12,0.42,0.32
1,0.24,0.87,0.7,0.46,0.16,0.12,0.54,0.34
1,0.24,0.88,0.62,0.56,0.1,0.18,0.52,0.38
1,0.24,0.89,0.54,0.6,0.16,0.14,0.38,0.46
1,0.24,0.9,0.46,0.36,0.2,0.06,0.26,0.3
1,0.24,0.91,0.6,0.3,0.14,0.04,0.46,0.26
1,0.24,0.92,0.54,0.38,0.18,0.12,0.36,0.26
1,0.24,0.93,0.48,0.22,0.08,0.02,0.4,0.2
1,0.24,0.94,0.66,0.62,0.14,0.12,0.52,0.5
1,0.24,0.95,0.64,0.56,0.24,0.12,0.4,0.44
1,0.24,0.96,0.62,0.62,0.14,0.14,0.48,0.48
1,0.24,0.97,0.48,0.6,0.08,0.18,0.4,0.42
1,0.24,0.98,0.54,0.68,0.08,0.12,0.46,0.56
1,0.24,0.99,0.58,0.56,0.16,0.12,0.42,0.44
1,0.26,0.5,0.78,0.36,0.2,0.16,0.58,0.2
1,0.26,0.51,0.74,0.5,0.14,0.12,0.6,0.38
1,0.26,0.52,0.74,0.46,0.2,0.14,0.54,0.32
1,0.26,0.53,0.66,0.24,0.16,0.04,0.5,0.2
1,0.26,0.54,0.74,0.46,0.24,0.04,0.5,0.42
1,0.26,0.55,0.74,0.64,0.18,0.2,0.56,0.44
1,0.26,0.56,0.64,0.3,0.16,0.06,0.48,0.24
1,0.26,0.57,0.78,0.4,0.18,0.08,0.6,0.32
1,0.26,0.58,0.54,0.44,0.14,0.16,0.4,0.28
1,0.26,0.59,0.62,0.46,0.14,0.14,0.48,0.32
1,0.26,0.6,0.8,0.54,0.2,0.12,0.6,0.42
1,0.26,0.61,0.6,0.4,0.16,0.06,0.44,0.34
1,0.26,0.62,0.76,0.4,0.22,0.08,0.54,0.32
1,0.26,0.63,0.34,0.56,0.12,0.12,0.22,0.44
1,0.26,0.64,0.58,0.54,0.1,0.1,0.48,0.44
1,0.26,0.65,0.68,0.6,0.18,0.12,0.5,0.48
1,0.26,0.66,0.64,0.34,0.18,0.06,0.46,0.28
1,0.26,0.67,0.78,0.58,0.2,0.14,0.58,0.44
1,0.26,0.68,0.7,0.54,0.18,0.14,0.52,0.4
1,0.26,0.69,0.66,0.38,0.22,0.16,0.44,0.22
1,0.26,0.7,0.6,0.64,0.14,0.18,0.46,0.46
1,0.26,0.71,0.78,0.64,0.24,0.16,0.54,0.48
1,0.26,0.72,0.74,0.5,0.22,0.16,0.52,0.34
1,0.26,0.73,0.7,0.4,0.22,0.08,0.48,0.32
1,0.26,0.74,0.68,0.62,0.2,0.16,0.48,0.46
1,0.26,0.75,0.6,0.64,0.22,0.18,0.38,0.46
1,0.26,0.76,0.74,0.44,0.16,0.12,0.58,0.32
1,0.26,0.77,0.7,0.74,0.16,0.2,0.54,0.54
1,0.26,0.78,0.64,0.22,0.2,0.06,0.44,0.16
1,0.26,0.79,0.66,0.36,0.2,0.14,0.46,0.22
1,0.26,0.8,0.8,0.38,0.22,0.14,0.58,0.24
1,0.26,0.81,0.72,0.54,0.16,0.16,0.56,0.38
1,0.26,0.82,0.5,0.3,0.12,0.12,0.38,0.18
1,0.26,0.83,0.64,0.54,0.18,0.18,0.46,0.36
1,0.26,0.84,0.76,0.5,0.2,0.04,0.56,0.46
1,0.26,0.85,0.62,0.5,0.16,0.1,0.46,0.4
1,0.26,0.86,0.74,0.58,0.22,0.16,0.52,0.42
1,0.26,0.87,0.64,0.5,0.18,0.12,0.46,0.38
1,0.26,0.88,0.54,0.48,0.16,0.12,0.38,0.36
1,0.26,0.89,0.8,0.52,0.22,0.12,0.58,0.4
1,0.26,0.9,0.7,0.66,0.18,0.18,0.52,0.48
1,0.26,0.91,0.56,0.54,0.16,0.1,0.4,0.44
1,0.26,0.92,0.72,0.4,0.22,0.12,0.5,0.28
1,0.26,0.93,0.7,0.56,0.26,0.14,0.44,0.42
1,0.26,0.94,0.6,0.54,0.2,0.14,0.4,0.4
1,0.26,0.95,0.66,0.42,0.18,0.12,0.48,0.3
1,0.26,0.96,0.72,0.48,0.18,0.08,0.54,0.4
1,0.26,0.97,0.72,0.54,0.26,0.16,0.46,0.38
1,0.26,0.98,0.66,0.52,0.2,0.18,0.46,0.34
1,0.26,0.99,0.66,0.46,0.24,0.12,0.42,0.34
1,0.28,0.5,0.7,0.48,0.22,0.14,0.48,0.34
1,0.28,0.51,0.78,0.6,0.2,0.12,0.58,0.48
1,0.28,0.52,0.82,0.52,0.26,0.12,0.56,0.4
1,0.28,0.53,0.7,0.38,0.18,0.08,0.52,0.3
1,0.28,0.54,0.54,0.36,0.16,0.08,0.38,0.28
1,0.28,0.55,0.74,0.46,0.18,0.12,0.56,0.34
1,0.28,0.56,0.52,0.36,0.14,0.12,0.38,0.24
1,0.28,0.57,0.76,0.48,0.2,0.18,0.56,0.3
1,0.28,0.58,0.72,0.5,0.2,0.14,0.52,0.36
1,0.28,0.59,0.68,0.44,0.22,0.16,0.46,0.28
1,0.28,0.6,0.7,0.52,0.2,0.14,0.5,0.38
1,0.28,0.61,0.8,0.62,0.22,0.12,0.58,0.5
1,0.28,0.62,0.82,0.52,0.2,0.14,0.62,0.38
1,0.28,0.63,0.64,0.42,0.26,0.12,0.38,0.3
1,0.28,0.64,0.72,0.48,0.18,0.14,0.54,0.34
1,0.28,0.65,0.68,0.44,0.16,0.12,0.52,0.32
1,0.28,0.66,0.56,0.36,0.18,0.12,0.38,0.24
1,0.28,0.67,0.76,0.46,0.22,0.08,0.54,0.38
1,0.28,0.68,0.64,0.3,0.18,0.12,0.46,0.18
1,0.28,0.69,0.6,0.5,0.14,0.16,0.46,0.34
1,0.28,0.7,0.68,0.52,0.26,0.22,0.42,0.3
1,0.28,0.71,0.58,0.54,0.16,0.18,0.42,0.36
1,0.28,0.72,0.62,0.44,0.18,0.14,0.44,0.3
1,0.28,0.73,0.66,0.48,0.16,0.12,0.5,0.36
1,0.28,0.74,0.68,0.58,0.26,0.12,0.42,0.46
1,0.28,0.75,0.72,0.54,0.24,0.14,0.48,0.4
1,0.28,0.76,0.7,0.5,0.2,0.18,0.5,0.32
1,0.28,0.77,0.6,0.4,0.18,0.14,0.42,0.26
1,0.28,0.78,0.6,0.46,0.18,0.16,0.42,0.3
1,0.28,0.79,0.48,0.56,0.2,0.2,0.28,0.36
1,0.28,0.8,0.66,0.52,0.2,0.16,0.46,0.36
1,0.28,0.81,0.6,0.42,0.2,0.08,0.4,0.34
1,0.28,0.82,0.72,0.52,0.14,0.14,0.58,0.38
1,0.28,0.83,0.62,0.36,0.2,0.1,0.42,0.26
1,0.28,0.84,0.82,0.56,0.26,0.16,0.56,0.4
1,0.28,0.85,0.54,0.54,0.14,0.1,0.4,0.44
1,0.28,0.86,0.72,0.6,0.22,0.1,0.5,0.5
1,0.28,0.87,0.62,0.52,0.2,0.14,0.42,0.38
1,0.28,0.88,0.7,0.52,0.18,0.14,0.52,0.38
1,0.28,0.89,0.5,0.4,0.18,0.1,0.32,0.3
1,0.28,0.9,0.7,0.42,0.22,0.12,0.48,0.3
1,0.28,0.91,0.68,0.56,0.22,0.18,0.46,0.38
1,0.28,0.92,0.68,0.4,0.22,0.1,0.46,0.3
1,0.28,0.93,0.68,0.48,0.22,0.12,0.46,0.36
1,0.28,0.94,0.6,0.46,0.18,0.1,0.42,0.36
1,0.28,0.95,0.46,0.68,0.14,0.1,0.32,0.58
1,0.28,0.96,0.72,0.48,0.22,0.14,0.5,0.34
1,0.28,0.97,0.64,0.54,0.14,0.16,0.5,0.38
1,0.28,0.98,0.66,0.56,0.2,0.2,0.46,0.36
1,0.28,0.99,0.72,0.5,0.24,0.12,0.48,0.38
1,0.3,0.5,0.72,0.52,0.22,0.2,0.5,0.32
1,0.3,0.51,0.74,0.48,0.2,0.1,0.54,0.38
1,0.3,0.52,0.72,0.34,0.2,0.08,0.52,0.26
1,0.3,0.53,0.6,0.44,0.18,0.12,0.42,0.32
1,0.3,0.54,0.52,0.56,0.14,0.18,0.38,0.38
1,0.3,0.55,0.78,0.52,0.22,0.18,0.56,0.34
1,0.3,0.56,0.68,0.36,0.24,0.06,0.44,0.3
1,0.3,0.57,0.52,0.56,0.16,0.14,0.36,0.42
1,0.3,0.58,0.74,0.44,0.2,0.2,0.54,0.24
1,0.3,0.59,0.8,0.56,0.24,0.18,0.56,0.38
1,0.3,0.6,0.6,0.54,0.18,0.2,0.42,0.34
1,0.3,0.61,0.72,0.6,0.24,0.18,0.48,0.42
1,0.3,0.62,0.5,0.3,0.18,0.18,0.32,0.12
1,0.3,0.63,0.6,0.54,0.18,0.18,0.42,0.36
1,0.3,0.64,0.78,0.42,0.26,0.1,0.52,0.32
1,0.3,0.65,0.6,0.58,0.18,0.2,0.42,0.38
1,0.3,0.66,0.64,0.54,0.2,0.2,0.44,0.34
1,0.3,0.67,0.6,0.42,0.16,0.06,0.44,0.36
1,0.3,0.68,0.58,0.44,0.16,0.12,0.42,0.32
1,0.3,0.69,0.6,0.48,0.14,0.12,0.46,0.36
1,0.3,0.7,0.7,0.46,0.26,0.14,0.44,0.32
1,0.3,0.71,0.72,0.42,0.2,0.14,0.52,0.28
1,0.3,0.72,0.54,0.6,0.14,0.14,0.4,0.46
1,0.3,0.73,0.86,0.42,0.28,0.1,0.58,0.32
1,0.3,0.74,0.6,0.46,0.2,0.1,0.4,0.36
1,0.3,0.75,0.68,0.5,0.2,0.12,0.48,0.38
1,0.3,0.76,0.74,0.42,0.22,0.16,0.52,0.26
1,0.3,0.77,0.58,0.52,0.2,0.16,0.38,0.36
1,0.3,0.78,0.76,0.5,0.26,0.14,0.5,0.36
1,0.3,0.79,0.68,0.58,0.22,0.2,0.46,0.38
1,0.3,0.8,0.84,0.56,0.26,0.16,0.58,0.4
1,0.3,0.81,0.72,0.5,0.22,0.14,0.5,0.36
1,0.3,0.82,0.42,0.28,0.08,0.12,0.34,0.16
1,0.3,0.83,0.56,0.42,0.2,0.14,0.36,0.28
1,0.3,0.84,0.68,0.46,0.16,0.16,0.52,0.3
1,0.3,0.85,0.82,0.64,0.24,0.2,0.58,0.44
1,0.3,0.86,0.62,0.6,0.22,0.12,0.4,0.48
1,0.3,0.87,0.64,0.38,0.22,0.1,0.42,0.28
1,0.3,0.88,0.6,0.5,0.2,0.16,0.4,0.34
1,0.3,0.89,0.66,0.58,0.22,0.14,0.44,0.44
1,0.3,0.9,0.64,0.54,0.18,0.14,0.46,0.4
1,0.3,0.91,0.7,0.52,0.22,0.12,0.48,0.4
1,0.3,0.92,0.68,0.32,0.2,0.1,0.48,0.22
1,0.3,0.93,0.74,0.6,0.26,0.24,0.48,0.36
1,0.3,0.94,0.64,0.44,0.16,0.06,0.48,0.38
1,0.3,0.95,0.58,0.5,0.18,0.14,0.4,0.36
1,0.3,0.96,0.5,0.62,0.16,0.18,0.34,0.44
1,0.3,0.97,0.62,0.6,0.22,0.16,0.4,0.44
1,0.3,0.98,0.58,0.48,0.2,0.16,0.38,0.32
1,0.3,0.99,0.52,0.36,0.16,0.04,0.36,0.32
1,0.32,0.5,0.72,0.46,0.26,0.22,0.46,0.24
1,0.32,0.51,0.64,0.4,0.26,0.16,0.38,0.24
1,0.32,0.52,0.62,0.38,0.22,0.16,0.4,0.22
1,0.32,0.53,0.72,0.4,0.16,0.08,0.56,0.32
1,0.32,0.54,0.76,0.58,0.22,0.16,0.54,0.42
1,0.32,0.55,0.64,0.52,0.18,0.14,0.46,0.38
1,0.32,0.56,0.58,0.3,0.14,0.1,0.44,0.2
1,0.32,0.57,0.64,0.44,0.18,0.12,0.46,0.32
1,0.32,0.58,0.72,0.38,0.24,0.1,0.48,0.28
1,0.32,0.59,0.7,0.46,0.26,0.12,0.44,0.34
1,0.32,0.6,0.76,0.48,0.22,0.12,0.54,0.36
1,0.32,0.61,0.6,0.56,0.18,0.12,0.42,0.44
1,0.32,0.62,0.8,0.56,0.26,0.22,0.54,0.34
1,0.32,0.63,0.62,0.44,0.24,0.1,0.38,0.34
1,0.32,0.64,0.84,0.64,0.26,0.24,0.58,0.4
1,0.32,0.65,0.68,0.52,0.28,0.18,0.4,0.34
1,0.32,0.66,0.68,0.56,0.24,0.16,0.44,0.4
1,0.32,0.67,0.68,0.46,0.26,0.12,0.42,0.34
1,0.32,0.68,0.64,0.36,0.2,0.1,0.44,0.26
1,0.32,0.69,0.64,0.32,0.2,0.1,0.44,0.22
1,0.32,0.7,0.58,0.52,0.18,0.16,0.4,0.36
1,0.32,0.71,0.68,0.34,0.24,0.12,0.44,0.22
1,0.32,0.72,0.6,0.58,0.18,0.14,0.42,0.44
1,0.32,0.73,0.64,0.46,0.16,0.14,0.48,0.32
1,0.32,0.74,0.78,0.48,0.32,0.18,0.46,0.3
1,0.32,0.75,0.6,0.42,0.2,0.14,0.4,0.28
1,0.32,0.76,0.66,0.48,0.22,0.08,0.44,0.4
1,0.32,0.77,0.74,0.56,0.26,0.16,0.48,0.4
1,0.32,0.78,0.68,0.3,0.24,0.12,0.44,0.18
1,0.32,0.79,0.7,0.62,0.2,0.24,0.5,0.38
1,0.32,0.8,0.72,0.56,0.26,0.2,0.46,0.36
1,0.32,0.81,0.74,0.64,0.28,0.2,0.46,0.44
1,0.32,0.82,0.7,0.46,0.26,0.16,0.44,0.3
1,0.32,0.83,0.62,0.5,0.22,0.2,0.4,0.3
1,0.32,0.84,0.72,0.54,0.26,0.18,0.46,0.36
1,0.32,0.85,0.56,0.52,0.22,0.14,0.34,0.38
1,0.32,0.86,0.62,0.66,0.24,0.22,0.38,0.44
1,0.32,0.87,0.52,0.44,0.24,0.14,0.28,0.3
1,0.32,0.88,0.46,0.42,0.12,0.08,0.34,0.34
1,0.32,0.89,0.56,0.46,0.24,0.14,0.32,0.32
1,0.32,0.9,0.6,0.3,0.26,0.14,0.34,0.16
1,0.32,0.91,0.64,0.48,0.24,0.1,0.4,0.38
1,0.32,0.92,0.56,0.4,0.28,0.1,0.28,0.3
1,0.32,0.93,0.52,0.66,0.24,0.24,0.28,0.42
1,0.32,0.94,0.64,0.46,0.2,0.14,0.44,0.32
1,0.32,0.95,0.66,0.7,0.18,0.2,0.48,0.5
1,0.32,0.96,0.64,0.46,0.22,0.16,0.42,0.3
1,0.32,0.97,0.48,0.32,0.18,0.12,0.3,0.2
1,0.32,0.98,0.68,0.44,0.24,0.12,0.44,0.32
1,0.32,0.99,0.66,0.6,0.26,0.14,0.4,0.46
1,0.34,0.5,0.72,0.4,0.26,0.18,0.46,0.22
1,0.34,0.51,0.66,0.42,0.24,0.16,0.42,0.26
1,0.34,0.52,0.72,0.32,0.28,0.1,0.44,0.22
1,0.34,0.53,0.72,0.52,0.26,0.16,0.46,0.36
1,0.34,0.54,0.8,0.4,0.22,0.1,0.58,0.3
1,0.34,0.55,0.62,0.38,0.24,0.1,0.38,0.28
1,0.34,0.56,0.7,0.44,0.22,0.12,0.48,0.32
1,0.34,0.57,0.74,0.54,0.28,0.2,0.46,0.34
1,0.34,0.58,0.66,0.5,0.24,0.22,0.42,0.28
1,0.34,0.59,0.74,0.5,0.26,0.16,0.48,0.34
1,0.34,0.6,0.68,0.52,0.26,0.24,0.42,0.28
1,0.34,0.61,0.48,0.5,0.22,0.16,0.26,0.34
1,0.34,0.62,0.6,0.46,0.18,0.2,0.42,0.26
1,0.34,0.63,0.74,0.46,0.22,0.14,0.52,0.32
1,0.34,0.64,0.64,0.5,0.2,0.22,0.44,0.28
1,0.34,0.65,0.56,0.58,0.18,0.18,0.38,0.4
1,0.34,0.66,0.76,0.54,0.32,0.22,0.44,0.32
1,0.34,0.67,0.58,0.6,0.12,0.16,0.46,0.44
1,0.34,0.68,0.78,0.52,0.26,0.12,0.52,0.4
1,0.34,0.69,0.74,0.56,0.28,0.22,0.46,0.34
1,0.34,0.7,0.6,0.58,0.24,0.2,0.36,0.38
1,0.34,0.71,0.66,0.54,0.3,0.18,0.36,0.36
